tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Thấp tim,Phong nhiệt,"Sốt, đau họng, khát nước, các cơ khớp đau nhức di chuyển, khớp sưng nóng đỏ, lưỡi nhạt vàng, mạch Sác hoặc Phù Sác hay Hoạt Sác",Bạch Hổ Quế Chi Thang gia giảm,"Thạch cao, Tri mẫu, Quế chi, Cam thảo, Liên kiều, Sinh địa, Bồ công anh, Xích thược, Đan bì, Tang chi"
Thấp tim,Thấp nhiệt,"Sốt, người nặng nề, khát nước không muốn uống, khớp sưng to nóng, tiểu tiện vàng đậm, rêu lưỡi vàng nhớt, mạch Hoạt Sác",Quyên Tý Thang hợp Nhị Diệu Tán gia giảm,"Độc hoạt, Thiên niên kiện, Hoạt thạch, Liên kiều, Hạnh nhân, Phòng kỉ, Chi tử, Ý dĩ, Xích tiểu đậu, Tầm sa, Xương truật, Qui đầu, Hoàng bá, Tỳ giải, Trạch tả"
Thấp tim,Hư nhiệt,"Người nóng, da khô, sốt về chiều hoặc đêm, ra mồ hôi trộm, mệt mỏi, khát nước, chảy máu cam, hồi hộp, khớp đau nóng, lưỡi thon đỏ ít rêu, mạch Tế Sác",Mạch Vị Địa Hoàng Hoàn gia giảm,"Mạch môn, Sinh địa, Liên kiều, Tri mẫu, Huyền sâm, Hoài sơn, Sơn thù, Đan bì, Đan sâm, Bạch linh, Trạch tả, Ngũ vị"
Thấp tim,Huyết hư,"Sốt nhẹ, các khớp đau nhức hoặc sưng nhẹ, váng đầu, mệt mỏi, sắc mặt tái nhợt, hồi hộp, khó ngủ, lưỡi nhợt, rêu vàng, mạch Tế Sác",Tứ Vật Thang hợp Đương Qui Bổ Huyết Thang gia vị,"Qui đầu, Sinh địa, Xích thược, Sinh khương, A giao, Hoàng kỳ, Hà thủ ô, Ý dĩ, Hi thiêm, Kê huyết đằng, Độc hoạt, Tang kí sinh, Địa long"
Thiếu sữa,Khí huyết hư,"Sau sinh thiếu sữa hoặc hoàn toàn không có, sữa đục, bầu sữa mềm không căng, tinh thần mỏi mệt, ăn ít, sắc mặt không tươi, lưỡi nhạt, rêu ít, mạch Tế Nhược",Thông Nhũ Đơn,"Nhân sâm, Hoàng kỳ, Qui đầu, Mạch môn, Mộc thông, Cát cánh, móng giò heo"
Thiếu sữa,Can khí uất trệ,"Sau sinh sữa ít hoặc sữa chảy ra, bầu vú sưng đau, tinh thần uất ức, ngực sườn đầy tức, không thích ăn uống, người hơi sốt, mạch Huyền Tế hoặc Huyền Sác",Hạ Nhũ Thông Tuyền Tán,"Qui đầu, Xuyên khung, Thiên hoa, Bạch thược, Sinh địa, Sài hồ, Thanh bì, Lậu lô, Cát cánh, Thông thảo, Bạch chỉ, Xuyên sơn giáp, Vương bất lưu hành, Cam thảo"
Thống kinh,Huyết nhiệt,"Đau trước kỳ, cự án, đau lan 2 bên bụng dưới, kinh nguyệt trước kỳ, lượng nhiều, sắc đỏ tím đặc, môi đỏ, môi khô, tâm phiền, ít ngủ, táo bón, tiểu vàng, lưỡi đỏ, rêu vàng, mạch hoạt sác hoặc huyền sác","Thanh nhiệt lương huyết, hành khí hoạt huyết","Mộc hương, Thanh bì, Cam thảo, Hương phụ, Ích mẫu, Đan bì, Huyền hồ, Đào nhân, Huyền sâm, Địa cốt bì, Uất kim, Hồng hoa, Sinh địa"
Thống kinh,Huyết ứ,"Đau trước hoặc lúc mới hành kinh, bụng dưới đau như gò, ấn có cục, kinh ít màu tím đen, ra huyết cục, khi kinh ra thì đỡ đau, sắc mặt tím, da khô, miệng khô không muốn uống, lưỡi đỏ có điểm tím",Hoạt huyết tiêu ứ - Tứ vật đào hồng,"Qui xuyên, Sinh địa, Xích thược, Hương phụ, Chỉ sác, Mộc hương, Ngưu tất, Cam thảo, Huyền hồ, Thanh bì, Xuyên khung, Đào nhân, Hồng hoa"
Thống kinh,Khí trệ,"Bụng dưới trướng đau, kinh nguyệt ít không thông, lúc trướng căng thì ngực sườn đầy tức, chu kỳ không nhất định, lợm giọng, thở dài, rêu lưỡi mỏng, mạch huyền",Hành khí điều kinh,"Ô dược, Xa nhân, Hương phụ, Cam thảo, Huyền hồ, Mộc hương, Ngưu tất"
Thống kinh,Cảm hàn,"Đang hành kinh bị lạnh, nhức đầu, sợ lạnh, mỏi lưng, mạch phù khẩn, đau hạ vị lạnh cự án, chườm nóng đỡ, kinh ít máu đỏ sẫm có cục",Ôn kinh tán hàn,"Ngô thù, Tế tân, Bán hạ, Phòng phong, Cảo bản, Can khương, Mộc hương, Đan bì, Qui đầu, Phục linh, Mạch môn, Cam thảo, Ô dược, Xương truật"
Thống kinh,Hư hàn,"Sau khi hành kinh đau bụng liên miên, thích xoa bóp chườm nóng, toàn thân mệt mỏi, tay chân lạnh, lưng mỏi, kinh đen trong loãng, rêu lưỡi trắng, mạch tế trì",Ôn kinh bổ hư - Ôn kinh thang,"Ngô thù, Qui đầu, Xuyên khung, A giao, Bạch thược, Sinh khương, Nhân sâm, Quế chi, Đan bì, Bán hạ, Ngưu tất, Nga truật, Cam thảo, Mạch môn"
Thống kinh,Khí huyết hư,"Sau khi hành kinh đau bụng liên miên, ưa xoa bóp, kinh nhạt, sắc mặt xanh trắng hoặc úa vàng, môi nhạt, gầy yếu, choáng hoa mắt, hồi hộp mất ngủ, táo bón, lưỡi nhạt không rêu, mạch nhu tế",Bổ khí huyết chỉ thống - Bát trân thang gia giảm,"Đẳng sâm, Bạch truật, Bạch linh, Cam thảo, Qui đầu, Thục địa, Bạch thược, Xuyên khung, Hương phụ, Đỗ Trọng, Tục đoạn, Kê huyết đằng"
Thống kinh,Can thận hư,"Sau khi hành kinh bụng dưới đau, eo lưng mỏi, 2 bên sườn chướng căng, mệt mỏi, kinh nhạt, lưỡi nhạt, rêu mỏng, mạch trầm nhược",Bổ thận bổ can huyết - Điều can thang,"Thỏ ty tử, Bạch thược, Phá cố chỉ, Qui đầu, Ba kích, A giao, Thục địa, Ngưu tất, Cam thảo, Sơn thù, Hoài sơn"
Trĩ,Huyết ứ,"Đại tiện xong huyết ra từng giọt, táo bón",Lương huyết chỉ huyết hoạt huyết khứ ứ,"Hòe hoa, Kinh giới, Sinh địa, Huyền sâm, Trắc bách diệp, Qui đầu, Địa du, Hoàng cầm, Xích thược, Bạch thược, Xuyên khung, Chỉ sác, Hồng hoa, Đào nhân, Đại hoàng"
Trĩ,Thấp nhiệt,"Vùng hậu môn sưng đỏ, đau, trĩ sưng to, đau, táo bón, nước tiểu đỏ",Thanh nhiệt lợi thấp hoạt huyết chỉ thống,"Trạch tả, Ngân hoa, Chi tử, Chỉ sác, Kinh giới, Đào nhân, Trắc bách diệp, Xích thược, Đương qui, Sinh địa, Cam thảo, Hoàng bá, Đại hoàng"
Trĩ,Khí huyết hư,"Tiêu ra máu lâu ngày, chóng mặt, hoa mắt, ù tai, sắc mặt trắng, người mệt mỏi, hơi thở ngắn, tự ra mồ hôi, rêu lưỡi trắng mỏng, mạch Trầm Tế",Bổ khí huyết thăng đề chỉ huyết - Bổ Trung Ích Khí gia giảm,"Đẳng sâm, Hoàng kỳ, Chích thảo, Thăng ma, Qui đầu, Sài hồ, Bạch truật, Trần Bì, Kê huyết đằng"
Trúng phong,Phong đờm ứ huyết,"Liệt nửa người, miệng méo, lưỡi lệch, lưỡi cứng, nói khó, nửa người giảm cảm giác, đầu váng, hoa mắt, lưỡi tối nhạt, rêu trắng nhạt hoặc trắng nhờn, mạch Huyền Hoạt",Hóa Đờm Thông Lạc Thang,"Bán hạ, Phục linh, Bạch truật, Nam tinh, Trúc hoàng, Thiên ma, Hương phụ, Đan sâm, Đại hoàng"
Trúng phong,Can dương thịnh,"Liệt nửa người, nửa người tê dại, lưỡi cứng, khó nói hoặc không nói được, miệng méo, chóng mặt đau đầu, mặt đỏ, mắt đỏ, miệng đắng, họng khô, tâm phiền, dễ tức giận, nước tiểu đỏ, táo bón, lưỡi đỏ hoặc đỏ tím, rêu vàng nhạt, mạch Huyền có lực",Thiên Ma Câu Đằng Ẩm,"Thiên ma, Câu đằng, Thạch quyết minh, Chi tử, Hoàng cầm, Ngưu tất, Ích mẫu, Tang ký sinh, Dạ giao đằng, Bạch linh"
Trúng phong,Đờm nhiệt,"Liệt nửa người, mắt lệch, miệng méo, nói khó hoặc không nói được, nửa người giảm cảm giác, bụng trướng, phân khô, táo bón, đầu váng, hoa mắt, khạc đờm hoặc đờm nhiều, lưỡi đỏ tối hoặc tối nhạt, rêu vàng hoặc vàng nhớt, mạch Huyền Hoạt hoặc Huyền Hoạt mà Đại",Hóa đờm thông phủ - Tiểu thừa khí thang,"Đại hoàng, Mang tiêu, Quát lâu, Nam tinh, Đan sâm"
Trúng phong,Khí hư huyết ứ,"Liệt nửa người, miệng méo, lưỡi lệch, nói khó hoặc không nói được, nửa người mất cảm giác, sắc mặt u tối, hơi thở ngắn, không có sức, chảy nước miếng, tự ra mồ hôi, hồi hộp, tiêu lỏng, tay chân phù, lưỡi tối nhạt, rêu trắng hoặc trắng nhạt, mạch Trầm Tế, Tế Sác hoặc Tế Huyền",Ích khí hoạt huyết phù chính khứ tà - Bổ Dương Hoàn Ngũ Thang,"Hoàng kỳ, Đương quy vĩ, Xích thược, Địa long, Xuyên khung, Đào nhân, Hồng hoa"
Trúng phong,Âm hư phong động,"Liệt nửa người, miệng méo, lưỡi cứng, nói khó hoặc không nói được, nửa người tê dại, phiền táo, mất ngủ, chóng mặt, tai ù, ngũ tâm phiền nhiệt, lưỡi đỏ sẫm hoặc đỏ tối, ít rêu hoặc không rêu, mạch Tế Huyền hoặc Tế Huyền Sác",Tư dưỡng Can Thận tiềm dương tức phong - Trấn Can Tức Phong Thang,"Ngưu tất, Long cốt, Qui bản, Huyền sâm, Xuyên luyện tử, Nhân trần, Giả thạch, Mẫu lệ, Bạch thược, Thiên môn, Mạch nha, Cam thảo"
Trúng phong,Đờm nhiệt nội bế thanh khiếu,"Đột ngột hôn mê, liệt nửa người, mũi nghẹt, đờm khò khè, tay chân gồng cứng co rút, gáy lưng và cơ thể nóng, bứt rứt không yên, tay chân lạnh, có khi nôn ra máu, lưỡi đỏ sẫm, rêu vàng nhờn hoặc khô, mạch Huyền Hoạt Sác",Thanh nhiệt hóa đờm tỉnh thần khai khiếu - Linh Dương Giác Thang kèm An Cung Ngưu Hoàng Hoàn,"Linh dương giác, Trân châu, Trúc nhự, Thiên trúc, Xương bồ, Viễn trí, Hạ khô thảo, Đan bì, An Cung Ngưu Hoàng Hoàn"
Trúng phong,Đờm thấp che lấp tâm khiếu,"Cơ thể vốn dương hư, thấp đờm nội uẩn, hôn mê, liệt nửa người, tay chân mềm không ấm hoặc lạnh, mặt trắng, môi xám, đờm dãi nhiều, lưỡi tối nhạt, rêu trắng nhờn, mạch Trầm Hoạt hoặc Trầm Hoãn",Ôn dương hóa đờm tỉnh thần khai khiếu - Cổn Đờm Thang kèm Tô Hợp Hương Hoàn,"Bán hạ, Trần bì, Phục linh, Nam tinh, Trúc nhự, Xương bồ, Tô Hợp Hương Hoàn"
Trúng phong,"Nguyên khí bại thoát, Thần minh tán loạn","Đột ngột hôn mê, chân tay mềm yếu, ra mồ hôi nhiều, nặng thì toàn thân lạnh, nặng nề, tiêu tiểu không tự chủ, lưỡi mềm, lưỡi đỏ tối, rêu trắng nhờn, mạch Trầm Hoãn hoặc Trầm Vi",Ích khí hồi dương cố thoát - Sâm phụ thang,"Nhân sâm, Phụ tử"
Trúng phong,Phong trúng kinh lạc,"Giai đoạn mới phát, liệt nửa người, miệng méo, lưỡi lệch, tê bì",Dưỡng huyết khu phong thông kinh hoạt lạc - Đại Tần Giao Thang,"Tần giao, Qui đầu, Khương hoạt, Độc hoạt, Bạch chỉ, Bạch thược, Hoàng cầm, Tế tân, Thục địa, Bạch truật, Bạch linh, Xuyên khung, Cam thảo, Thạch cao"
Trúng phong,Di chứng (khí hư huyết ứ),"Sau giai đoạn cấp, di chứng liệt nửa người, miệng méo, nói khó",Bổ khí trừ ứ thông kinh hoạt lạc - Bổ dương hoàn ngũ thang,"Hoàng kỳ, Xuyên khung, Qui xuyên, Đào nhân, Xích thược, Hồng hoa, Địa long"
Uất chứng,Can khí uất kết,"Tinh thần căng thẳng, tâm trí không yên, ngực sườn đầy tức căng đau không cố định, ợ hơi, kém ăn, rêu trắng, mạch huyền",Sơ can lí khí giải uất,"Sài hồ, Bạch thược, Chỉ sác, Xuyên khung, Hương phụ, Sơn tra, Mạch nha, Thần khúc, Thanh bì, Sơn chi, Xương truật"
Uất chứng,Đờm trệ khí uất,"Mai hạch khí, cổ họng vướng mắc như bị tắc nghẹn, khạc không ra, nuốt không trôi, lúc tụ lúc tan, ngực buồn tức, rêu trắng, mạch huyền","Hoá đờm, lợi khí, giải uất","Bán hạ, Bạch linh, Tô diệp, Hậu phác, Sinh khương, Táo"
Uất chứng,Tổn thần,"Tinh thần hoảng hốt không yên, u buồn muốn khóc, có lúc trầm ngâm, lưỡi nhạt, mạch tế",Dưỡng tâm an thần,"Cam thảo, Tiểu mạch, Táo, Táo nhân, Bạch linh, Hợp hoan bì, Bá tử nhân"
Uất chứng,Tâm tỳ hư,"Lo nghĩ hại tỳ, mất ngủ hay quên, sắc mặt không tươi, choáng đầu, mệt mỏi, chán ăn, lưỡi nhạt, mạch tế",Kiện tỳ dưỡng tâm bổ khí huyết,"Sinh khương, Bạch truật, Phục thần, Thục địa, Mộc hương, Viễn trí, Táo nhân, Qui đầu, Long nhãn, Đẳng sâm, Hoàng kỳ"
Ung thư bàng quang,Thấp nhiệt hóa hỏa,"Tiểu ra máu từng lúc, màu đỏ tươi hoặc có máu cục, thường không đau, chất lưỡi đỏ, rêu vàng nhớt khô, mạch Huyền Sác",Tiểu kế ẩm tử gia giảm,"Tiểu kế, Bồ hoàng, Sinh địa, Hoàng bá, Mao căn, Ích mẫu, Đan bì, Đại hoàng, Xích thược, Địa du, Đạm Trúc diệp, Bạch vi, Sa tiền, Chi tử, Hoạt thạch"
Ung thư bàng quang,Thấp nhiệt ở hạ tiêu,"Tiểu ra máu hoặc trong nước tiểu có máu, tiểu tiện khó hoặc đau bụng dưới, đau tức, tiểu vàng, chất lưỡi đỏ rêu nhớt khô, mạch Huyền",Long đởm tả can thang gia giảm,"Long đởm thảo, Chi tử, Hoàng cầm, Sài hồ, Sa tiền, Trạch tả, Mộc thông, Biển xúc, Cù mạch, Hoạt thạch, Bạch hoa xà, Bán liên chi, Bạch anh, Thổ phục linh"
Ung thư bàng quang,Âm hư thấp nhiệt,"Bệnh lâu ngày, mất máu, phần âm bị tổn thương, chóng mặt, tai ù, lưng gối đau mỏi, lòng bàn chân tay nóng, ra mồ hôi trộm, sốt về chiều, huyết niệu nhiều lần tái phát, lưỡi đỏ, rêu ít vàng, mạch Huyền Tế Sác",Tri bá địa hoàng hoàn gia giảm,"Sinh địa, Hoài sơn, Sơn thù, Bạch linh, Đan bì, Trạch tả, Tri mẫu, Hoàng bá, Ngưu tất, Tang kí sinh, Nữ trinh tử, Hạn niên thảo, Ích mẫu, Mao căn, Qui bản"
Ung thư dạ dày,Can vị bất hòa,"Vùng thượng vị đầy đau, ợ mùi thối, buồn nôn, nôn, mạch Huyền",Tiêu dao tán hợp Tuyền phúc đại giả thang gia giảm,"Sài hồ, Bạch thược, Bạch truật, Qui đầu, Hoàng liên, Bán hạ, Chỉ sác, Hậu phác, Trầm hương, Xuyên luyện tử, Tuyền phúc hoa, Đại giả thạch"
Ung thư dạ dày,Tỳ vị hư hàn,"Bụng đau âm ỉ, ấn vào hoặc chườm nóng giảm, mệt mỏi, chân tay lạnh, tiêu lỏng, lưỡi nhạt bệu có dấu răng, mạch Trầm Huyền Nhược","Hoàng kỳ kiến trung thang, Hương Sa Lục Quân Thang gia giảm","Hoàng kỳ, Quế chi, Táo, Bạch thược, Cam thảo, Sinh khương, Di đường, Trần bì, Bán hạ, Mộc hương, Đẳng sâm, Bạch truật, Bạch linh, Xa nhân"
Ung thư dạ dày,Vị âm hư,"Cảm giác nóng cồn cào vùng thượng vị, miệng khô, ăn vào đau nhiều, ngũ tâm phiền nhiệt, táo bón, lưỡi đỏ không rêu, mạch Tế Sác","Mạch môn đông thang, Nhất quán tiễn gia giảm","Mạch môn, Đẳng sâm, Bán hạ, Ngạch mễ, Táo, Cam thảo, Xuyên luyện tử, Sa sâm, Qui đầu, Kỉ tử, Sinh địa"
Ung thư dạ dày,Huyết ứ,"Vùng thượng vị đau dữ dội như dao đâm, đau cố định, không cho sờ vào khối u, đại tiện phân đen, chất lưỡi tím bầm hoặc có vết ban ứ huyết, mạch Trầm Sáp",Đào hồng tứ vật hợp Thất tiếu tán gia giảm,"Qui đầu, Thục địa, Xích thược, Xuyên khung, Đào nhân, Hồng hoa, Tam thất, Đan sâm, Bạch thược, Chỉ sác, Bồ hoàng, Ngũ linh chi"
Ung thư dạ dày,Khí huyết đều hư,"Thời kỳ cuối, cơ thể gầy đét, tinh thần mệt mỏi, môi lưỡi nhợt nhạt",Thập toàn đại bổ thang gia giảm,"Nhân sâm, Hoàng kỳ, Bạch truật, Bạch linh, Trích thảo, Qui đầu, Thục địa, A giao, Hà thủ ô"
Ung thư dạ dày,Tham khảo 1 (Lợi huyết thang),"Tăng cường sức đề kháng, giảm tác dụng phụ hóa trị",Lợi huyết thang,"Hoàng kỳ, Thái tử sâm, Kê huyết đằng, Bạch truật, Bạch linh, Kỉ tử, Nữ trinh tử, Thỏ ti tử"
Ung thư dạ dày,Tham khảo 2 (Tỳ thận phương),"Tăng cường sức đề kháng, giảm tác dụng phụ hóa trị",Tỳ thận phương,"Đẳng sâm, Kỉ tử, Nữ trinh tử, Thỏ ti tử, Bạch truật, Cốt toái bổ"
Ung thư dạ dày,Tham khảo 3 (Địa hoàng thang),"Tăng cường sức đề kháng, ức chế bệnh phát triển",Địa hoàng thang,"Sinh địa, Đẳng sâm, Hoàng tinh, Biển đậu, Hoàng kỳ"
Ung thư dạ dày,"Tham khảo 4 (ưu uất khí kết, khí trệ huyết ứ)","Đau ngâm ngẩm dạ dày, ăn giảm, nôn ra máu, đại tiện phân đen, sờ thấy khối u cứng rắn","Lý khí hoạt huyết, tiêu thũng kiên","Cẩu khởi, Quất diệp, Chỉ xác, Trần bì, Bát nguyệt trát, Phật thủ, Đinh hương, Hồng hoa, Qủa cau, Đan sâm, Xích thược, Mẫu lệ, Thạch sùng, Mộc hương, Hương phụ, Dĩ nhân, Hợp hoan bì, Phục linh"
Ung thư dạ dày,Tham khảo 5 (thời kỳ cuối di căn),"Đau rên rỉ liên tục, tinh thần mệt mỏi, ăn uống kém","Hóa kết, hoạt huyết, tiêu thũng","Bột giả thạch, Hải tảo, Hoàn phục hoa, Toàn lăng, Côn bố, Nga truật, Hạ khô thảo, Xích thược, Miết giáp, Bạch mao căn, Bạch hoa xà, Mật ong"
Ung thư dạ dày,Tham khảo 6 (đàm ứ trở),"Nuốt khó, đau tắc nghẽn, lưỡi nhạt rêu nhẫy bẩn, mạch tế hoạt","Thảo ô, Mộc miết tử, Ngũ linh chi, Bạch giao hương, Xạ hương, Hương mặc, Mạt dược, Đương qui, Địa long, Nhũ hương",
Ung thư dạ dày,Tham khảo 7 (hàn hư),Ung thư dạ dày thể hàn hư,"Hồng sâm, Bạch truật cháy, Bán hạ, Lương khương, Tảo hưu, Phòng phong, Sinh dĩ nhân, Mạt dược, Sa nhân, Mộc hương, Sơn giáp sao, Văn truật, Cam thảo, Sinh khương, Táo tầu",
Ung thư dạ dày,Tham khảo 8 (Lí vị hoá kết thang),Ung thư dạ dày,Lí vị hoá kết thang,"Đẳng sâm, Phục linh, Thục địa, Thiên đông, Bạch truật, Ô dược, Khiếm thảo, Nguyên hồ, Bối mẫu, Dương đỗ táo, Nội kim, Mộc hương, Bạch anh, Cốc mộc thảo, Bạch hoa xà, Cam thảo, Đại táo, Tam thất"
Ung thư dạ dày,Tham khảo 9 (Sài hồ khai thông gan),"Can khí không khai thông, khí huyết ư kết",Sài hồ khai thông gan thang,"Sài hồ, Bạch thược, Chỉ thực, Trần bì, Hương phụ, Uất kim, Diên hồ, Sinh khương, Đinh hương, Lá cây hỉ thụ"
